asof,last_print,target_print,pred_yoy,real_yoy,pred_delta,real_delta,hurdle_mom,pred_dir,real_dir,hit,conviction_pp,revision_mode
2024-05-31,2024-04,2024-05,3.2953353622821036,3.244278584003113,-0.0654597639375698,-0.11651654221656038,0.1614687381333635,decelerating,decelerating,True,0.0654597639375698,noise
2024-06-30,2024-05,2024-06,3.104983325728905,2.9702579486470926,-0.13929525827420797,-0.2740206353560204,0.224175331482801,decelerating,decelerating,True,0.13929525827420797,noise
2024-07-31,2024-06,2024-07,3.016851795879427,2.9414757935583014,0.04659384723233462,-0.028782155088791228,0.1957146710348745,accelerating,decelerating,False,0.04659384723233462,noise
2024-08-31,2024-07,2024-08,2.6105802689028845,2.607144490692037,-0.33089552465541683,-0.3343313028662642,0.4835707415079771,decelerating,decelerating,True,0.33089552465541683,noise
2024-09-30,2024-08,2024-09,2.2923930350013055,2.4264830315416708,-0.3147514556907316,-0.18066145915036635,0.3900915440960384,decelerating,decelerating,True,0.3147514556907316,noise
2024-10-31,2024-09,2024-10,2.466787810148019,2.578844053871343,0.04030477860634818,0.1523610223296723,0.13668493471667986,accelerating,accelerating,True,0.04030477860634818,noise
2024-11-30,2024-10,2024-11,2.6311427754390326,2.719472461284833,0.052298721567689554,0.14062840741349003,0.14689823722116024,accelerating,accelerating,True,0.052298721567689554,noise
2024-12-31,2024-11,2024-12,2.8017204206113533,2.870690967509981,0.08224795932652018,0.1512185062251481,0.1924399963653789,accelerating,accelerating,True,0.08224795932652018,noise
2025-01-31,2024-12,2025-01,2.797052988870563,2.9909783078999608,-0.07363797863941812,0.12028734038997957,0.30996854969052023,decelerating,accelerating,False,0.07363797863941812,noise
2025-02-28,2025-01,2025-02,2.753028722101991,2.8015834477613355,-0.23794958579796965,-0.18939486013862528,0.40975401843086345,decelerating,decelerating,True,0.23794958579796965,noise
2025-03-31,2025-02,2025-03,2.383113055008912,2.381981462805549,-0.4184703927524236,-0.4196019849557864,0.4431338373525273,decelerating,decelerating,True,0.4184703927524236,noise
2025-04-30,2025-03,2025-04,2.3340157327857547,2.32538823025783,-0.04796573001979443,-0.0565932325477192,0.21706766556210955,decelerating,decelerating,True,0.04796573001979443,noise
2025-05-31,2025-04,2025-05,2.36273894519059,2.3772651073680873,0.0373507149327601,0.05187687711025735,0.04855873210594108,accelerating,accelerating,True,0.0373507149327601,noise
2025-06-30,2025-05,2025-06,2.636917071843614,2.680453865910226,0.25965196447552685,0.3031887585421389,-0.041829647960411886,accelerating,accelerating,True,0.25965196447552685,noise
2025-07-31,2025-06,2025-07,2.7018993377398104,2.742618052167134,0.02144547182958423,0.06216418625690778,0.16770805381991494,accelerating,accelerating,True,0.02144547182958423,noise
2025-08-31,2025-07,2025-08,2.8509735881505183,2.9385917430316155,0.10835553598338432,0.19597369086448158,0.1572221743858515,accelerating,accelerating,True,0.10835553598338432,noise
2025-09-30,2025-08,2025-09,3.017587328641591,3.0225715847133294,0.07899558560997555,0.08397984168171391,0.2133336729690294,accelerating,accelerating,True,0.07899558560997555,noise
2025-10-31,2025-09,2025-10,2.896534681298779,2.8586363095629785,-0.12603690341455032,-0.1639352751503509,0.2856398459641696,decelerating,decelerating,True,0.12603690341455032,noise
2025-11-30,2025-10,2025-11,2.8571922506158254,2.6964439164939513,-0.0014440589471531595,-0.16219239306902722,0.28419261732848256,decelerating,decelerating,True,0.0014440589471531595,noise
2025-12-31,2025-11,2025-12,2.5101095749789026,2.653304114557753,-0.18633434151504868,-0.043139801936198374,0.3399383308901438,decelerating,decelerating,True,0.18633434151504868,noise
2026-01-31,2025-12,2026-01,2.3083743770337506,2.391201432150014,-0.34492973752400236,-0.2621026824077388,0.42726162139017365,decelerating,decelerating,True,0.34492973752400236,noise
2026-02-28,2026-01,2026-02,2.4056582574069063,2.4340041103732224,0.01445682525689218,0.04280267822320827,0.22510589068882592,accelerating,accelerating,True,0.01445682525689218,noise
2026-03-31,2026-02,2026-03,3.3006807297371488,3.2859577528651984,0.8666766193639264,0.851953642491976,0.03315826188146076,accelerating,accelerating,True,0.8666766193639264,noise
2026-04-30,2026-03,2026-04,3.63452506388533,3.7792458367415627,0.3485673110201315,0.49328808387636425,0.16167112278562268,accelerating,accelerating,True,0.3485673110201315,noise
2026-05-31,2026-04,2026-05,4.105628585268839,4.166614684049641,0.32638274852727633,0.3873688473080783,0.09928130327003792,accelerating,accelerating,True,0.32638274852727633,noise
2026-06-30,2026-05,2026-06,3.801232840469493,3.463530729385411,-0.36538184358014814,-0.7030839546642298,0.2541949971929469,decelerating,decelerating,True,0.36538184358014814,noise
2026-07-31,2026-06,2026-07,3.3332623830769847,3.303856050706311,-0.13026834630842643,-0.15967467867910035,0.22835098853577485,decelerating,decelerating,True,0.13026834630842643,noise
2026-08-31,2026-07,2026-08,3.3133373238160235,3.353016322755642,0.009481273109712696,0.049160272049331155,0.3482644202266627,accelerating,accelerating,True,0.009481273109712696,noise
